ingredient_key,ingredient_id,ingredient_name,ingredient_zh_name,ingredient_tags,recipe_id,recipe_key,recipe_name,recipe_zh_name,character_required,priority,foodtype,health,hunger,sanity,cooktime,recipe_requirement_text,example_combo_keys,example_combo_names,example_combo_zh_names,direct_required_ingredient_ids,result_scope
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,perogies_dst,perogies_dst,Pierogi,波蘭餃子,,5,meat,40,37.5,5,1,蛋類係數 > 0、肉類係數 > 0、蔬菜係數 >= 0.5、不可放 不可食用,asparagus@together + batwing@together + bird_egg_cooked@together + wormlight@together,Asparagus + Batilisk Wing + Cooked Egg + Glow Berry,蘆筍 + 蝙蝠翅膀 + 熟蛋 + 發光漿果,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,justeggs,justeggs,Plain Omelette,純煎蛋,,0,meat,3,50,5,0.5,蛋類係數 >= 3,asparagus@together + butter@together + tallbirdegg_cooked@together + wormlight@together,Asparagus + Butter + Fried Tallbird Egg + Glow Berry,蘆筍 + 奶油 + 煎高腳鳥蛋 + 發光漿果,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,powcake_dst,powcake_dst,Powdercake,粉末蛋糕,,10,veggie,-3,0,0,0.5,樹枝 >= 1、蜂蜜 >= 1、玉米 >= 1 或 爆米花魚 >= 1 或 玉米鱈魚 >= 1,corn@together + wormlight@together + honey@together + twigs@together,Corn + Glow Berry + Honey + Twigs,玉米 + 發光漿果 + 蜂蜜 + 樹枝,corn | corn_cooked | honey | oceanfish_medium_5_inv | oceanfish_small_5_inv | twigs,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,pumpkincookie_dst,pumpkincookie_dst,Pumpkin Cookie,南瓜餅乾,,10,veggie,0,37.5,15,2,南瓜 >= 1、甜味係數 >= 2,boneshard + wormlight@together + pumpkin_cooked@together + royal_jelly,Bone Shards + Glow Berry + Hot Pumpkin + Royal Jelly,骨頭碎片 + 發光漿果 + 熱南瓜 + 蜂王漿,pumpkin | pumpkin_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,ratatouille_dst,ratatouille_dst,Ratatouille,蔬菜雜燴,,0,veggie,3,25,5,1,不可放 肉類係數、蔬菜係數 >= 0.5、不可放 不可食用,asparagus@together + asparagus@together + cave_banana@together + wormlight@together,Asparagus + Asparagus + Banana + Glow Berry,蘆筍 + 蘆筍 + 香蕉 + 發光漿果,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,salsa,salsa,Salsa Fresca,莎莎醬,,20,veggie,30,25,33,0.5,番茄根 >= 1、洋蔥 >= 1、不可放 肉類係數、不可放 蛋類係數、不可放 不可食用,asparagus@together + wormlight@together + onion + tomato_cooked,Asparagus + Glow Berry + Onion + Roasted Toma Root,蘆筍 + 發光漿果 + 洋蔥 + 烤番茄根,onion | onion_cooked | tomato | tomato_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,seafoodgumbo_dst,seafoodgumbo_dst,Seafood Gumbo,海鮮濃湯,,10,meat,40,37.5,20,1,魚類係數 > 2,oceanfish_small_3_inv + oceanfish_medium_4_inv + eel_cooked@together + wormlight@together,Bitty Baitfish + Black Catfish + Cooked Eel + Glow Berry,小餌魚 + 黑鯰魚 + 熟鰻魚 + 發光漿果,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,sweettea,sweettea,Soothing Tea,舒緩茶,,1,goodies,3,0,15,1,必忘我 >= 1、甜味係數 > 0、冰凍係數 > 0、不可放 怪物係數、不可放 蔬菜係數、不可放 肉類係數、不可放 魚類係數、不可放 蛋類係數、不可放 油脂係數、不可放 乳製係數、不可放 不可食用,forgetmelots + wormlight@together + honey@together + ice@together,Forget-Me-Lots + Glow Berry + Honey + Ice,必忘我 + 發光漿果 + 蜂蜜 + 冰,forgetmelots,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,beefalofeed,beefalofeed,Steamed Twigs,蒸樹枝,,-5,roughage,15,100,0,0.5,不可食用 > 0、不可放 怪物係數、不可放 肉類係數、不可放 魚類係數、不可放 蛋類係數、不可放 油脂係數、不可放 乳製係數、不可放 魔法係數,asparagus@together + asparagus@together + boneshard + wormlight@together,Asparagus + Asparagus + Bone Shards + Glow Berry,蘆筍 + 蘆筍 + 骨頭碎片 + 發光漿果,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,stuffedeggplant_dst,stuffedeggplant_dst,Stuffed Eggplant,釀茄子,,1,veggie,3,37.5,5,2,茄子 >= 1、蔬菜係數 > 1,asparagus@together + cave_banana@together + eggplant_cooked@together + wormlight@together,Asparagus + Banana + Braised Eggplant + Glow Berry,蘆筍 + 香蕉 + 烤茄子 + 發光漿果,eggplant | eggplant_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,barnaclestuffedfishhead,barnaclestuffedfishhead,Stuffed Fish Heads,釀魚頭,,26,meat,20,75,0,2,藤壺 >= 1、魚類係數 >= 1.25,asparagus@together + barnacle + oceanfish_medium_4_inv + wormlight@together,Asparagus + Barnacles + Black Catfish + Glow Berry,蘆筍 + 藤壺 + 黑鯰魚 + 發光漿果,barnacle | barnacle_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,pepperpopper,pepperpopper,Stuffed Pepper Poppers,釀辣椒,,20,meat,30,25,-5,2,辣椒 >= 1、肉類係數 > 0 且 <= 1.5、不可放 不可食用,asparagus@together + batwing@together + wormlight@together + pepper,Asparagus + Batilisk Wing + Glow Berry + Pepper,蘆筍 + 蝙蝠翅膀 + 發光漿果 + 辣椒,pepper | pepper_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,surfnturf_dst,surfnturf_dst,Surf 'n' Turf,海陸大餐,,30,meat,60,37.5,33,1,肉類係數 >= 2.5、魚類係數 >= 1.5、不可放 冰凍係數,batwing@together + oceanfish_medium_4_inv + oceanfish_medium_4_inv + wormlight@together,Batilisk Wing + Black Catfish + Black Catfish + Glow Berry,蝙蝠翅膀 + 黑鯰魚 + 黑鯰魚 + 發光漿果,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,taffy_dst,taffy_dst,Taffy,太妃糖,,10,goodies,-3,25,15,2,甜味係數 >= 3、不可放 肉類係數,asparagus@together + boneshard + wormlight@together + royal_jelly,Asparagus + Bone Shards + Glow Berry + Royal Jelly,蘆筍 + 骨頭碎片 + 發光漿果 + 蜂王漿,,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,talleggs,talleggs,Tall Scotch Eggs,高腳鳥蘇格蘭蛋,,10,meat,60,150,5,2,高腳鳥蛋 >= 1、蔬菜係數 >= 1,asparagus@together + asparagus@together + wormlight@together + tallbirdegg@together,Asparagus + Asparagus + Glow Berry + Tallbird Egg,蘆筍 + 蘆筍 + 發光漿果 + 高腳鳥蛋,tallbirdegg | tallbirdegg_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,trailmix_dst,trailmix_dst,Trail Mix,什錦堅果,,10,veggie,30,12.5,5,0.5,樺栗果 >= 1、種子係數 >= 1、漿果 >= 1、水果係數 >= 1、不可放 肉類係數、不可放 蔬菜係數、不可放 蛋類係數、不可放 乳製係數,cave_banana@together + berries@together + acorn@together + wormlight@together,Banana + Berries + Birchnut + Glow Berry,香蕉 + 漿果 + 樺栗果 + 發光漿果,acorn | acorn_cooked | berries | berries_cooked | berries_juicy | berries_juicy_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,turkeydinner_dst,turkeydinner_dst,Turkey Dinner,火雞大餐,,10,meat,20,75,5,3,雞腿 > 1、肉類係數 > 1、蔬菜係數 >= 0.5 或 水果係數 > 0,barnacle + drumstick@together + drumstick@together + wormlight@together,Barnacles + Drumstick + Drumstick + Glow Berry,藤壺 + 雞腿 + 雞腿 + 發光漿果,drumstick | drumstick_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,unagi_dst,unagi_dst,Unagi,鰻魚料理,,20,veggie,20,18.75,5,0.5,苔蘚 >= 1 或 海帶葉 >= 1、鰻魚 >= 1 或 活鰻魚 >= 1,asparagus@together + eel_cooked@together + kelp_cooked + wormlight@together,Asparagus + Cooked Eel + Cooked Kelp Fronds + Glow Berry,蘆筍 + 熟鰻魚 + 熟海帶葉 + 發光漿果,cutlichen | eel | eel_cooked | kelp | kelp_cooked | kelp_dried | pondeel,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,leafymeatburger,leafymeatburger,Veggie Burger,葉肉漢堡,,26,meat,30,37.5,33,2,葉肉 >= 1、洋蔥 >= 1、蔬菜係數 >= 2,asparagus@together + plantmeat_cooked@together + wormlight@together + onion,Asparagus + Cooked Leafy Meat + Glow Berry + Onion,蘆筍 + 熟葉肉 + 發光漿果 + 洋蔥,onion | onion_cooked | plantmeat | plantmeat_cooked,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,waffles_dst,waffles_dst,Waffles,華夫餅,,10,veggie,60,37.5,5,0.5,奶油 >= 1、漿果 >= 1、蛋類係數 > 0,berries@together + butter@together + bird_egg_cooked@together + wormlight@together,Berries + Butter + Cooked Egg + Glow Berry,漿果 + 奶油 + 熟蛋 + 發光漿果,berries | berries_cooked | berries_juicy | berries_juicy_cooked | butter,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,lobsterbisque_dst,lobsterbisque_dst,Wobster Bisque,龍蝦濃湯,,30,meat,60,25,10,0.5,龍蝦 >= 1、冰凍係數 > 0,asparagus@together + wormlight@together + ice@together + wobster,Asparagus + Glow Berry + Ice + Wobster,蘆筍 + 發光漿果 + 冰 + 龍蝦,wobster,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,lobsterdinner_dst,lobsterdinner_dst,Wobster Dinner,龍蝦晚餐,,25,meat,60,37.5,50,1,龍蝦 >= 1、奶油 >= 1、肉類係數 >= 1、魚類係數 >= 1、不可放 冰凍係數,asparagus@together + butter@together + wormlight@together + wobster,Asparagus + Butter + Glow Berry + Wobster,蘆筍 + 奶油 + 發光漿果 + 龍蝦,butter | wobster,standard
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,bonesoup,bonesoup,Bone Bouillon,骨頭清湯,Warly,30,meat,32,150,5,2,骨頭碎片 = 2、洋蔥 >= 1、不可食用 > 0 且 < 3,boneshard + boneshard + wormlight@together + onion,Bone Shards + Bone Shards + Glow Berry + Onion,骨頭碎片 + 骨頭碎片 + 發光漿果 + 洋蔥,boneshard | onion | onion_cooked,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,frogfishbowl,frogfishbowl,Fish Cordon Bleu,魚肉藍帶,Warly,30,meat,20,37.5,-10,2,蛙腿 >= 2、魚類係數 >= 1、不可放 不可食用,oceanfish_medium_4_inv + froglegs_cooked@together + froglegs_cooked@together + wormlight@together,Black Catfish + Cooked Frog Legs + Cooked Frog Legs + Glow Berry,黑鯰魚 + 熟蛙腿 + 熟蛙腿 + 發光漿果,froglegs | froglegs_cooked,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,freshfruitcrepes_dst,freshfruitcrepes_dst,Fresh Fruit Crepes,鮮果可麗餅,Warly,30,veggie,60,150,15,2,水果係數 >= 1.5、奶油 >= 1、蜂蜜 >= 1,cave_banana@together + butter@together + wormlight@together + honey@together,Banana + Butter + Glow Berry + Honey,香蕉 + 奶油 + 發光漿果 + 蜂蜜,butter | honey,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,glowberrymousse,glowberrymousse,Glow Berry Mousse,發光漿果慕斯,Warly,30,veggie,3,37.5,10,1,發光漿果 >= 1 或 小發光漿果 >= 2、水果係數 >= 2、不可放 肉類係數、不可放 不可食用,asparagus@together + asparagus@together + cave_banana@together + wormlight@together,Asparagus + Asparagus + Banana + Glow Berry,蘆筍 + 蘆筍 + 香蕉 + 發光漿果,wormlight | wormlight_lesser,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,dragonchilisalad,dragonchilisalad,Hot Dragon Chili Salad,辣龍椒沙拉,Warly,30,veggie,-3,25,10,0.75,火龍果 >= 1、辣椒 >= 1、不可放 肉類係數、不可放 不可食用、不可放 蛋類係數,asparagus@together + dragonfruit@together + wormlight@together + pepper,Asparagus + Dragon Fruit + Glow Berry + Pepper,蘆筍 + 火龍果 + 發光漿果 + 辣椒,dragonfruit | dragonfruit_cooked | pepper | pepper_cooked,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,monstertartare_dst,monstertartare_dst,Monster Tartare,怪物韃靼,Warly,30,meat,-20,62.5,-20,0.5,怪物係數 >= 2、不可放 不可食用,asparagus@together + monstermeat_cooked@together + monstermeat_cooked@together + wormlight@together,Asparagus + Cooked Monster Meat + Cooked Monster Meat + Glow Berry,蘆筍 + 熟怪物肉 + 熟怪物肉 + 發光漿果,,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,moqueca,moqueca,Moqueca,巴西海鮮燉魚,Warly,30,meat,60,112.5,33,2,魚類係數 > 0、洋蔥 >= 1、番茄根 >= 1、不可放 不可食用,barnacle + wormlight@together + onion + tomato_cooked,Barnacles + Glow Berry + Onion + Roasted Toma Root,藤壺 + 發光漿果 + 洋蔥 + 烤番茄根,onion | onion_cooked | tomato | tomato_cooked,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,potatosouffle,potatosouffle,Puffed Potato Souffle,馬鈴薯舒芙蕾,Warly,30,veggie,20,37.5,15,2,馬鈴薯 >= 2、蛋類係數 > 0、不可放 肉類係數、不可放 不可食用,bird_egg_cooked@together + wormlight@together + potato + potato,Cooked Egg + Glow Berry + Potato + Potato,熟蛋 + 發光漿果 + 馬鈴薯 + 馬鈴薯,potato | potato_cooked,warly
wormlight@together,wormlight,Glow Berry,發光漿果,fruit=1,voltgoatjelly,voltgoatjelly,Volt Goat Chaud Froid,伏特羊果凍,Warly,30,goodies,3,37.5,10,2,伏特羊角 >= 1、甜味係數 >= 2、不可放 肉類係數,asparagus@together + wormlight@together + royal_jelly + lightninggoathorn,Asparagus + Glow Berry + Royal Jelly + Volt Goat Horn,蘆筍 + 發光漿果 + 蜂王漿 + 伏特羊角,lightninggoathorn,warly
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,dustmeringue,dustmeringue,Amberosia,琥珀美食,,100,,0,0,,2,塵土塊 >= 1,asparagus@together + asparagus@together + refined_dust + oceanfish_medium_7_inv,Asparagus + Asparagus + Collected Dust + Golden Koi,蘆筍 + 蘆筍 + 塵土塊 + 金錦鯉,refined_dust,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,baconeggs_dst,baconeggs_dst,Bacon and Eggs,培根煎蛋,,10,meat,20,75,5,2,蛋類係數 > 1、肉類係數 > 1、不可放 蔬菜係數,cave_banana@together + batwing@together + tallbirdegg_cooked@together + oceanfish_medium_7_inv,Banana + Batilisk Wing + Fried Tallbird Egg + Golden Koi,香蕉 + 蝙蝠翅膀 + 煎高腳鳥蛋 + 金錦鯉,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,barnaclesushi,barnaclesushi,Barnacle Nigiri,藤壺握壽司,,30,meat,40,37.5,5,0.5,藤壺 >= 1、海帶葉 >= 1、蛋類係數 >= 1,barnacle + bird_egg_cooked@together + kelp_cooked + oceanfish_medium_7_inv,Barnacles + Cooked Egg + Cooked Kelp Fronds + Golden Koi,藤壺 + 熟蛋 + 熟海帶葉 + 金錦鯉,barnacle | barnacle_cooked | kelp | kelp_cooked | kelp_dried,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,californiaroll_dst,californiaroll_dst,California Roll,加州卷,,20,meat,20,37.5,10,0.5,海帶葉 = 2、魚類係數 >= 1,asparagus@together + kelp_cooked + kelp_cooked + oceanfish_medium_7_inv,Asparagus + Cooked Kelp Fronds + Cooked Kelp Fronds + Golden Koi,蘆筍 + 熟海帶葉 + 熟海帶葉 + 金錦鯉,kelp | kelp_cooked | kelp_dried,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,ceviche_dst,ceviche_dst,Ceviche,酸橘汁醃魚,,20,meat,20,25,5,0.5,魚類係數 >= 2、冰凍係數 > 0,asparagus@together + asparagus@together + oceanfish_medium_7_inv + oceanfish_medium_8_inv,Asparagus + Asparagus + Golden Koi + Ice Bream,蘆筍 + 蘆筍 + 金錦鯉 + 冰鯛魚,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,koalefig_trunk,koalefig_trunk,Fig-Stuffed Trunk,無花果釀象鼻,,40,meat,60,56.25,0,2,無尾象鼻 >= 1 或 冬象鼻 >= 1、無花果 >= 1,asparagus@together + fig_cooked + oceanfish_medium_7_inv + trunk_summer@together,Asparagus + Cooked Fig + Golden Koi + Koalefant Trunk,蘆筍 + 熟無花果 + 金錦鯉 + 無尾象鼻,fig | fig_cooked | trunk_summer | trunk_summer_cooked | trunk_winter,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,frognewton,frognewton,Figgy Frogwich,無花果蛙腿三明治,,1,meat,8,18.75,10,1,無花果 >= 1、蛙腿 >= 1,asparagus@together + fig_cooked + froglegs_cooked@together + oceanfish_medium_7_inv,Asparagus + Cooked Fig + Cooked Frog Legs + Golden Koi,蘆筍 + 熟無花果 + 熟蛙腿 + 金錦鯉,fig | fig_cooked | froglegs | froglegs_cooked,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,figkabab,figkabab,Figkabab,無花果烤串,,30,meat,20,25,15,1,無花果 >= 1、樹枝 >= 1、肉類係數 >= 1、怪物係數 > 0 且 <= 1,asparagus@together + fig_cooked + oceanfish_medium_7_inv + twigs@together,Asparagus + Cooked Fig + Golden Koi + Twigs,蘆筍 + 熟無花果 + 金錦鯉 + 樹枝,fig | fig_cooked | twigs,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,fishtacos_dst,fishtacos_dst,Fish Tacos,魚肉玉米餅,,10,meat,20,37.5,5,0.5,魚類係數 > 0、玉米 >= 1 或 爆米花魚 >= 1 或 玉米鱈魚 >= 1,asparagus@together + asparagus@together + corn@together + oceanfish_medium_7_inv,Asparagus + Asparagus + Corn + Golden Koi,蘆筍 + 蘆筍 + 玉米 + 金錦鯉,corn | corn_cooked | oceanfish_medium_5_inv | oceanfish_small_5_inv,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,fishsticks_dst,fishsticks_dst,Fishsticks,魚排,,10,meat,40,37.5,5,2,魚類係數 > 0、樹枝 >= 1、不可食用 > 0、不可食用 > 0 且 <= 1,asparagus@together + asparagus@together + oceanfish_medium_7_inv + twigs@together,Asparagus + Asparagus + Golden Koi + Twigs,蘆筍 + 蘆筍 + 金錦鯉 + 樹枝,twigs,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,frogglebunwich_dst,frogglebunwich_dst,Froggle Bunwich,蛙腿三明治,,1,meat,20,37.5,5,2,蛙腿 >= 1、蔬菜係數 >= 0.5,asparagus@together + cave_banana@together + froglegs_cooked@together + oceanfish_medium_7_inv,Asparagus + Banana + Cooked Frog Legs + Golden Koi,蘆筍 + 香蕉 + 熟蛙腿 + 金錦鯉,froglegs | froglegs_cooked,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,guacamole_dst,guacamole_dst,Guacamole,酪梨醬,,10,meat,20,37.5,0,0.5,鼴鼠 >= 1、成熟石果 >= 1 或 仙人掌肉 >= 1、不可放 水果係數,asparagus@together + cactusmeat@together + oceanfish_medium_7_inv + mole@together,Asparagus + Cactus Flesh + Golden Koi + Moleworm,蘆筍 + 仙人掌肉 + 金錦鯉 + 鼴鼠,cactusmeat | cactusmeat_cooked | mole | rock_avocado_fruit_ripe | rock_avocado_fruit_ripe_cooked,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,honeyham_dst,honeyham_dst,Honey Ham,蜜汁火腿,,2,meat,30,75,5,2,蜂蜜 >= 1、肉類係數 > 1.5、不可放 不可食用,asparagus@together + oceanfish_medium_4_inv + oceanfish_medium_7_inv + honey@together,Asparagus + Black Catfish + Golden Koi + Honey,蘆筍 + 黑鯰魚 + 金錦鯉 + 蜂蜜,honey,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,honeynuggets_dst,honeynuggets_dst,Honey Nuggets,蜜汁肉塊,,2,meat,20,37.5,5,2,蜂蜜 >= 1、肉類係數 > 0 且 <= 1.5、不可放 不可食用,asparagus@together + asparagus@together + oceanfish_medium_7_inv + honey@together,Asparagus + Asparagus + Golden Koi + Honey,蘆筍 + 蘆筍 + 金錦鯉 + 蜂蜜,honey,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,leafymeatsouffle,leafymeatsouffle,Jelly Salad,果凍沙拉,,50,meat,0,37.5,50,2,葉肉 >= 2、甜味係數 >= 2,plantmeat_cooked@together + plantmeat_cooked@together + oceanfish_medium_7_inv + royal_jelly,Cooked Leafy Meat + Cooked Leafy Meat + Golden Koi + Royal Jelly,熟葉肉 + 熟葉肉 + 金錦鯉 + 蜂王漿,plantmeat | plantmeat_cooked,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,jellybean,jellybean,Jellybeans,彩虹糖豆,,12,goodies,2,0,5,2.5,蜂王漿 >= 1、不可放 不可食用、不可放 怪物係數,asparagus@together + asparagus@together + oceanfish_medium_7_inv + royal_jelly,Asparagus + Asparagus + Golden Koi + Royal Jelly,蘆筍 + 蘆筍 + 金錦鯉 + 蜂王漿,royal_jelly,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,leafloaf,leafloaf,Leafy Meatloaf,葉肉糕,,25,meat,8,37.5,5,2,葉肉 >= 2,asparagus@together + plantmeat_cooked@together + plantmeat_cooked@together + oceanfish_medium_7_inv,Asparagus + Cooked Leafy Meat + Cooked Leafy Meat + Golden Koi,蘆筍 + 熟葉肉 + 熟葉肉 + 金錦鯉,plantmeat | plantmeat_cooked,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,mandrakesoup_dst,mandrakesoup_dst,Mandrake Soup,曼德拉草湯,,10,veggie,100,150,5,3,曼德拉草 >= 1,asparagus@together + asparagus@together + oceanfish_medium_7_inv + mandrake@together,Asparagus + Asparagus + Golden Koi + Mandrake,蘆筍 + 蘆筍 + 金錦鯉 + 曼德拉草,mandrake,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,meatballs_dst,meatballs_dst,Meatballs,肉丸,,-1,meat,3,62.5,5,0.75,肉類係數 > 0、不可放 不可食用,asparagus@together + asparagus@together + asparagus@together + oceanfish_medium_7_inv,Asparagus + Asparagus + Asparagus + Golden Koi,蘆筍 + 蘆筍 + 蘆筍 + 金錦鯉,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,bonestew_dst,bonestew_dst,Meaty Stew,肉湯,,0,meat,12,150,5,0.75,肉類係數 >= 3、不可放 不可食用,asparagus@together + plantmeat_cooked@together + meat_cooked@together + oceanfish_medium_7_inv,Asparagus + Cooked Leafy Meat + Cooked Meat + Golden Koi,蘆筍 + 熟葉肉 + 熟肉 + 金錦鯉,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,batnosehat,batnosehat,Milkmade Hat,奶香帽,,55,,0,187.5,-5.32,2,裸露鼻孔 >= 1、海帶葉 >= 1、乳製係數 >= 1,butter@together + oceanfish_medium_7_inv + kelp + batnose,Butter + Golden Koi + Kelp Fronds + Naked Nostrils,奶油 + 金錦鯉 + 海帶葉 + 裸露鼻孔,batnose | batnose_cooked | kelp | kelp_cooked | kelp_dried,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,monsterlasagna_dst,monsterlasagna_dst,Monster Lasagna,怪物千層麵,,10,meat,-20,37.5,-20,0.5,怪物係數 >= 2、不可放 不可食用,asparagus@together + monstermeat_cooked@together + monstermeat_cooked@together + oceanfish_medium_7_inv,Asparagus + Cooked Monster Meat + Cooked Monster Meat + Golden Koi,蘆筍 + 熟怪物肉 + 熟怪物肉 + 金錦鯉,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,perogies_dst,perogies_dst,Pierogi,波蘭餃子,,5,meat,40,37.5,5,1,蛋類係數 > 0、肉類係數 > 0、蔬菜係數 >= 0.5、不可放 不可食用,asparagus@together + asparagus@together + bird_egg_cooked@together + oceanfish_medium_7_inv,Asparagus + Asparagus + Cooked Egg + Golden Koi,蘆筍 + 蘆筍 + 熟蛋 + 金錦鯉,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,justeggs,justeggs,Plain Omelette,純煎蛋,,0,meat,3,50,5,0.5,蛋類係數 >= 3,asparagus@together + boneshard + tallbirdegg_cooked@together + oceanfish_medium_7_inv,Asparagus + Bone Shards + Fried Tallbird Egg + Golden Koi,蘆筍 + 骨頭碎片 + 煎高腳鳥蛋 + 金錦鯉,,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,powcake_dst,powcake_dst,Powdercake,粉末蛋糕,,10,veggie,-3,0,0,0.5,樹枝 >= 1、蜂蜜 >= 1、玉米 >= 1 或 爆米花魚 >= 1 或 玉米鱈魚 >= 1,corn@together + oceanfish_medium_7_inv + honey@together + twigs@together,Corn + Golden Koi + Honey + Twigs,玉米 + 金錦鯉 + 蜂蜜 + 樹枝,corn | corn_cooked | honey | oceanfish_medium_5_inv | oceanfish_small_5_inv | twigs,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,pumpkincookie_dst,pumpkincookie_dst,Pumpkin Cookie,南瓜餅乾,,10,veggie,0,37.5,15,2,南瓜 >= 1、甜味係數 >= 2,boneshard + oceanfish_medium_7_inv + pumpkin_cooked@together + royal_jelly,Bone Shards + Golden Koi + Hot Pumpkin + Royal Jelly,骨頭碎片 + 金錦鯉 + 熱南瓜 + 蜂王漿,pumpkin | pumpkin_cooked,standard
oceanfish_medium_7_inv,oceanfish_medium_7_inv,Golden Koi,金錦鯉,fish=1; meat=1,seafoodgumbo_dst,seafoodgumbo_dst,Seafood Gumbo,海鮮濃湯,,10,meat,40,37.5,20,1,魚類係數 > 2,asparagus@together + oceanfish_small_3_inv + eel_cooked@together + oceanfish_medium_7_inv,Asparagus + Bitty Baitfish + Cooked Eel + Golden Koi,蘆筍 + 小餌魚 + 熟鰻魚 + 金錦鯉,,standard
